[2026-03-26 21:41:17] [INFO    ] discord.client: logging in using static token
[2026-03-26 21:46:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 10, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-26T13:46:28.946000+00:00', 'pinned': False, 'nonce': '13625526136917839498', 'mentions': [{'username': 'poraydchimkin', 'public_flags': 0, 'primary_guild': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'member': {'roles': ['1486637105508520076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T05:09:05.208000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394633632475381770', 'global_name': 'Shikkin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'clan': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'avatar_decoration_data': None, 'avatar': 'e9f53304243e0161d1a30156510fbef6'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1486701610481483788'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T12:21:25.615874+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486723015805898882', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1394633632475381770> - dont use that word!', 'components': [], 'channel_type': 0, 'channel_id': '1486592809543925823', 'author': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1486590681706270761', 'global_name': None, 'display_name_styles': None, 'discriminator': '0816', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1486592808885293077'}}
[2026-03-26 21:46:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:46:29] [DEBUG   ] discord.client: Dispatching event message
[2026-03-26 21:46:29] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 11, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-26T13:46:29.106000+00:00', 'pinned': False, 'nonce': '17647320448593713593', 'mentions': [{'username': 'poraydchimkin', 'public_flags': 0, 'primary_guild': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'member': {'roles': ['1486637105508520076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T05:09:05.208000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394633632475381770', 'global_name': 'Shikkin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'clan': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'avatar_decoration_data': None, 'avatar': 'e9f53304243e0161d1a30156510fbef6'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1486701610481483788'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T12:21:25.615874+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486723016476987545', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '<@1394633632475381770> - dont use that word!', 'components': [], 'channel_type': 0, 'channel_id': '1486592809543925823', 'author': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1486590681706270761', 'global_name': None, 'display_name_styles': None, 'discriminator': '0816', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1486592808885293077'}}
[2026-03-26 21:46:29] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:46:29] [DEBUG   ] discord.client: Dispatching event message
[2026-03-26 21:46:29] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1486592809543925823/messages with {"content":"<@1394633632475381770> - dont use that word!","components":[],"nonce":"17647320448593713593","enforce_nonce":true,"tts":false} has returned 200
[2026-03-26 21:46:29] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1486592809543925823/messages has received {'type': 0, 'content': '<@1394633632475381770> - dont use that word!', 'mentions': [{'id': '1394633632475381770', 'username': 'poraydchimkin', 'avatar': 'e9f53304243e0161d1a30156510fbef6', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 3881213, 'global_name': 'Shikkin', 'avatar_decoration_data': None, 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'asset': 'nameplates/orb/magical_mist/', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'palette': 'cobalt'}}, 'display_name_styles': None, 'banner_color': '#3b38fd', 'clan': {'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'tag': 'snek', 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'primary_guild': {'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'tag': 'snek', 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-26T13:46:29.106000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1486723016476987545', 'channel_id': '1486592809543925823', 'author': {'id': '1486590681706270761', 'username': 'youtube_tutorial', 'avatar': None, 'discriminator': '0816', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '17647320448593713593'}
[2026-03-26 21:46:49] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 11.
[2026-03-26 21:46:49] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-26 21:47:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_UPDATE', 's': 12, 'op': 0, 'd': {'user': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1486590681706270761', 'global_name': None, 'display_name_styles': None, 'discriminator': '0816', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'unusual_dm_activity_until': None, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'joined_at': '2026-03-26T12:21:25.615000+00:00', 'guild_id': '1486592808885293077', 'flags': 1, 'display_name_styles': None, 'communication_disabled_until': None, 'collectibles': None, 'banner': None, 'avatar': None}}
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event member_update
[2026-03-26 21:47:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_ROLE_DELETE', 's': 13, 'op': 0, 'd': {'version': 1774532836341, 'role_id': '1486701610481483788', 'guild_id': '1486592808885293077'}}
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event guild_role_delete
[2026-03-26 21:47:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_INTEGRATIONS_UPDATE', 's': 14, 'op': 0, 'd': {'guild_id': '1486592808885293077'}}
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event guild_integrations_update
[2026-03-26 21:47:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'INTEGRATION_DELETE', 's': 15, 'op': 0, 'd': {'id': '1486701610007793826', 'application_id': '1486590681706270761', 'guild_id': '1486592808885293077'}}
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event raw_integration_delete
[2026-03-26 21:47:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBER_REMOVE', 's': 16, 'op': 0, 'd': {'user': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1486590681706270761', 'global_name': None, 'display_name_styles': None, 'discriminator': '0816', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'guild_id': '1486592808885293077'}}
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event member_remove
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event raw_member_remove
[2026-03-26 21:47:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_DELETE', 's': 17, 'op': 0, 'd': {'id': '1486592808885293077'}}
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:47:16] [DEBUG   ] discord.client: Dispatching event guild_remove
[2026-03-26 21:47:30] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2026-03-26 21:47:31] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-26 21:48:11] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2026-03-26 21:48:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-26 21:48:53] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 17.
[2026-03-26 21:48:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-26 21:49:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 18, 'op': 0, 'd': {'premium_progress_bar_enabled_user_updated_at': None, 'voice_states': [], 'max_video_channel_users': 25, 'home_header': None, 'profile': None, 'public_updates_channel_id': None, 'default_message_notifications': 0, 'splash': None, 'verification_level': 0, 'system_channel_id': '1486592809543925823', 'channels': [{'version': 1774501745356, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text Channels', 'id': '1486592809543925821', 'flags': 0}, {'version': 1774501745358, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice Channels', 'id': '1486592809543925822', 'flags': 0}, {'version': 1774501745365, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1486592809543925821', 'name': 'general', 'last_message_id': '1486723016476987545', 'id': '1486592809543925823', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1774501745371, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1486592809543925822', 'name': 'General', 'last_message_id': None, 'id': '1486592809543925824', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'id': '1486592808885293077', 'max_stage_video_channel_users': 50, 'hub_type': None, 'name': 'Bot Developer Server', 'incidents_data': None, 'features': [], 'icon': None, 'region': 'deprecated', 'stickers': [], 'activity_instances': [], 'afk_channel_id': None, 'threads': [], 'presences': [], 'vanity_url_code': None, 'soundboard_sounds': [], 'roles': [{'version': 1774501745348, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1486592808885293077', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1774512322583, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '0', 'name': 'gamer', 'mentionable': False, 'managed': False, 'id': '1486637105508520076', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15277667}, 'color': 15277667}, {'version': 1774532973979, 'unicode_emoji': None, 'tags': {'bot_id': '1486590681706270761'}, 'position': 1, 'permissions': '563276639759424', 'name': 'youtube_tutorial', 'mentionable': False, 'managed': True, 'id': '1486723791525511332', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'nsfw': False, 'description': None, 'member_count': 3, 'premium_features': None, 'explicit_content_filter': 0, 'moderator_reporting': None, 'preferred_locale': 'en-US', 'owner_id': '1394633632475381770', 'premium_tier': 0, 'emojis': [], 'afk_timeout': 300, 'inventory_settings': None, 'premium_subscription_count': 0, 'joined_at': '2026-03-26T13:49:34.027597+00:00', 'premium_progress_bar_enabled': False, 'application_command_counts': {}, 'large': False, 'safety_alerts_channel_id': None, 'members': [{'user': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1486590681706270761', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0816', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1486723791525511332'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T13:49:34.027597+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'lazy': True, 'latest_onboarding_question_id': None, 'rules_channel_id': None, 'discovery_splash': None, 'game_application_ids': None, 'owner_configured_content_level': 0, 'version': 1774510530086, 'application_id': None, 'banner': None, 'stage_instances': [], 'max_members': 25000000, 'system_channel_flags': 0, 'embedded_activities': [], 'guild_scheduled_events': [], 'nsfw_level': 0, 'mfa_level': 0}}
[2026-03-26 21:49:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:49:34] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 18.
[2026-03-26 21:49:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-26 21:49:34] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 19, 'op': 0, 'd': {'nonce': 'a9327b278c4e0bcc7be0d7d4de5e0bb3', 'members': [{'user': {'username': 'poraydchimkin', 'public_flags': 0, 'primary_guild': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'id': '1394633632475381770', 'global_name': 'Shikkin', 'display_name_styles': None, 'display_name': 'Shikkin', 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e9f53304243e0161d1a30156510fbef6'}, 'roles': ['1486637105508520076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T05:09:05.208000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1486590681706270761', 'global_name': None, 'display_name_styles': None, 'display_name': None, 'discriminator': '0816', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1486723791525511332'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T13:49:34.027597+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'devacc.1', 'public_flags': 0, 'primary_guild': None, 'id': '1486624816252452965', 'global_name': 'DevApp.1', 'display_name_styles': None, 'display_name': 'DevApp.1', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '1628fc11e7961d85181295493426b775'}, 'roles': ['1486637105508520076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T07:52:13.750000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1486592808885293077', 'chunk_index': 0, 'chunk_count': 1}}
[2026-03-26 21:49:34] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:49:34] [DEBUG   ] discord.state: Processed a chunk for 3 members in guild ID 1486592808885293077.
[2026-03-26 21:49:34] [DEBUG   ] discord.client: Dispatching event guild_join
[2026-03-26 21:49:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 20, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-26T13:49:53.205000+00:00', 'pinned': False, 'nonce': '1486723872186171392', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1486637105508520076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T05:09:05.208000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486723872530108497', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '!hello', 'components': [], 'channel_type': 0, 'channel_id': '1486592809543925823', 'author': {'username': 'poraydchimkin', 'public_flags': 0, 'primary_guild': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'id': '1394633632475381770', 'global_name': 'Shikkin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'clan': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'avatar_decoration_data': None, 'avatar': 'e9f53304243e0161d1a30156510fbef6'}, 'attachments': [], 'guild_id': '1486592808885293077'}}
[2026-03-26 21:49:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:49:53] [DEBUG   ] discord.client: Dispatching event message
[2026-03-26 21:49:53] [DEBUG   ] discord.client: Dispatching event command
[2026-03-26 21:49:53] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 21, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-26T13:49:53.588000+00:00', 'pinned': False, 'nonce': '13382612774335711540', 'mentions': [{'username': 'poraydchimkin', 'public_flags': 0, 'primary_guild': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'member': {'roles': ['1486637105508520076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T05:09:05.208000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394633632475381770', 'global_name': 'Shikkin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'clan': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'avatar_decoration_data': None, 'avatar': 'e9f53304243e0161d1a30156510fbef6'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1486723791525511332'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T13:49:34.027597+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486723874136785049', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello <@1394633632475381770>!', 'components': [], 'channel_type': 0, 'channel_id': '1486592809543925823', 'author': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1486590681706270761', 'global_name': None, 'display_name_styles': None, 'discriminator': '0816', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1486592808885293077'}}
[2026-03-26 21:49:53] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:49:53] [DEBUG   ] discord.client: Dispatching event message
[2026-03-26 21:49:54] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1486592809543925823/messages with {"content":"Hello <@1394633632475381770>!","components":[],"nonce":"2636661690925682592","enforce_nonce":true,"tts":false} has returned 200
[2026-03-26 21:49:54] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1486592809543925823/messages has received {'type': 0, 'content': 'Hello <@1394633632475381770>!', 'mentions': [{'id': '1394633632475381770', 'username': 'poraydchimkin', 'avatar': 'e9f53304243e0161d1a30156510fbef6', 'discriminator': '0', 'public_flags': 0, 'flags': 0, 'banner': None, 'accent_color': 3881213, 'global_name': 'Shikkin', 'avatar_decoration_data': None, 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'asset': 'nameplates/orb/magical_mist/', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'palette': 'cobalt'}}, 'display_name_styles': None, 'banner_color': '#3b38fd', 'clan': {'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'tag': 'snek', 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'primary_guild': {'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'tag': 'snek', 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}}], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2026-03-26T13:49:53.824000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1486723875126640706', 'channel_id': '1486592809543925823', 'author': {'id': '1486590681706270761', 'username': 'youtube_tutorial', 'avatar': None, 'discriminator': '0816', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '2636661690925682592'}
[2026-03-26 21:49:54] [DEBUG   ] discord.client: Dispatching event command_completion
[2026-03-26 21:49:54] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 22, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2026-03-26T13:49:53.824000+00:00', 'pinned': False, 'nonce': '2636661690925682592', 'mentions': [{'username': 'poraydchimkin', 'public_flags': 0, 'primary_guild': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'member': {'roles': ['1486637105508520076'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T05:09:05.208000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1394633632475381770', 'global_name': 'Shikkin', 'display_name_styles': None, 'discriminator': '0', 'collectibles': {'nameplate': {'sku_id': '1427463138646954036', 'palette': 'cobalt', 'label': 'COLLECTIBLES_ORB_MAGIC_MISTS_NP_A11Y', 'expires_at': None, 'asset': 'nameplates/orb/magical_mist/'}}, 'clan': {'tag': 'snek', 'identity_guild_id': '267624335836053506', 'identity_enabled': True, 'badge': 'fd3549e1a1a692afda2a7b4cf6b6cad6'}, 'avatar_decoration_data': None, 'avatar': 'e9f53304243e0161d1a30156510fbef6'}], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1486723791525511332'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2026-03-26T13:49:34.027597+00:00', 'flags': 1, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1486723875126640706', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': 'Hello <@1394633632475381770>!', 'components': [], 'channel_type': 0, 'channel_id': '1486592809543925823', 'author': {'username': 'youtube_tutorial', 'public_flags': 0, 'primary_guild': None, 'id': '1486590681706270761', 'global_name': None, 'display_name_styles': None, 'discriminator': '0816', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'attachments': [], 'guild_id': '1486592808885293077'}}
[2026-03-26 21:49:54] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:49:54] [DEBUG   ] discord.client: Dispatching event message
[2026-03-26 21:50:15] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 22.
[2026-03-26 21:50:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2026-03-26 21:50:16] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_ROLE_UPDATE', 's': 23, 'op': 0, 'd': {'role': {'version': 1774533016532, 'unicode_emoji': None, 'tags': {'bot_id': '1486590681706270761'}, 'position': 2, 'permissions': '563276639759424', 'name': 'youtube_tutorial', 'mentionable': False, 'managed': True, 'id': '1486723791525511332', 'icon': None, 'hoist': False, 'flags': 0, 'description': None, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, 'guild_id': '1486592808885293077'}}
[2026-03-26 21:50:16] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2026-03-26 21:50:16] [DEBUG   ] discord.client: Dispatching event guild_role_update
